ts,amin,pagi,gama,created_at
2024-02-25 16:00:16,122608,279432,57003,2024-02-25T09:29:38Z
2024-02-25 17:00:15,122584,279424,57001,2024-02-25T10:05:51Z
2024-02-25 18:00:15,122681,279651,57120,2024-02-25T11:05:26Z
2024-02-25 19:00:15,122681,279651,57120,2024-02-25T12:07:23Z
2024-02-25 20:00:16,122681,279651,57120,2024-02-25T13:05:58Z
2024-02-25 21:00:15,122732,279977,57196,2024-02-25T14:05:50Z
2024-02-25 22:00:15,122732,280017,57196,2024-02-25T15:05:30Z
2024-02-25 23:00:15,122732,280017,57196,2024-02-25T16:06:34Z
2024-02-26 00:00:15,122732,280017,57196,2024-02-25T17:05:52Z
2024-02-26 01:00:15,122732,280017,57196,2024-02-25T18:05:47Z
2024-02-26 02:00:15,122732,280017,57196,2024-02-25T19:05:50Z
2024-02-26 03:00:15,122732,280017,57196,2024-02-25T20:05:34Z
2024-02-26 04:00:15,122732,280017,57196,2024-02-25T21:05:35Z
2024-02-26 05:00:15,122732,280017,57196,2024-02-25T22:05:44Z
2024-02-26 06:00:15,122732,280017,57196,2024-02-25T23:05:52Z
2024-02-26 07:00:16,122732,280017,57196,2024-02-26T00:21:11Z
2024-02-26 08:00:15,122778,280136,57207,2024-02-26T01:27:16Z
2024-02-26 09:00:15,122800,280171,57272,2024-02-26T02:12:19Z
2024-02-26 10:00:15,122800,280171,57272,2024-02-26T03:06:26Z
2024-02-26 11:00:16,122800,280171,57272,2024-02-26T04:06:03Z
2024-02-26 12:00:15,122800,280171,57272,2024-02-26T05:06:08Z
2024-02-26 13:00:15,122889,280449,57288,2024-02-26T06:06:48Z
2024-02-26 14:00:15,122626,279884,57248,2024-02-26T07:06:18Z
2024-02-26 15:00:15,122419,279927,57305,2024-02-26T08:06:49Z
2024-02-26 16:00:15,122419,279927,57305,2024-02-26T09:06:01Z
2024-02-26 17:00:20,122419,279927,57305,2024-02-26T10:06:11Z
2024-02-26 18:00:15,122355,279781,57282,2024-02-26T11:05:35Z
2024-02-26 19:00:15,122355,279781,57282,2024-02-26T12:07:54Z
2024-02-26 20:00:15,122355,279781,57282,2024-02-26T13:05:51Z
2024-02-26 21:00:15,122355,279781,57282,2024-02-26T14:06:04Z
2024-02-26 22:00:15,122518,280566,57535,2024-02-26T15:06:08Z
2024-02-26 23:00:16,122522,280675,57612,2024-02-26T16:06:24Z
2024-02-27 00:00:15,122522,280675,57612,2024-02-26T17:05:57Z
2024-02-27 01:00:16,122522,280675,57612,2024-02-26T18:06:13Z
2024-02-27 02:00:15,122522,280675,57612,2024-02-26T19:05:55Z
2024-02-27 03:00:15,122522,280675,57612,2024-02-26T20:06:02Z
2024-02-27 04:00:15,122522,280675,57612,2024-02-26T21:06:03Z
2024-02-27 05:00:16,122522,280675,57612,2024-02-26T22:06:49Z
2024-02-27 06:00:15,122522,280675,57612,2024-02-26T23:06:09Z
2024-02-27 07:00:15,122522,280675,57612,2024-02-27T00:20:12Z
2024-02-27 08:00:15,122522,280675,57612,2024-02-27T01:25:16Z
2024-02-27 09:00:15,122729,280762,57614,2024-02-27T02:09:55Z
2024-02-27 10:00:16,122729,280762,57614,2024-02-27T03:05:50Z
2024-02-27 11:00:16,122729,280762,57614,2024-02-27T04:06:44Z
2024-02-27 12:00:15,122729,280762,57614,2024-02-27T05:06:51Z
2024-02-27 13:00:15,122729,280762,57614,2024-02-27T06:06:32Z
2024-02-27 14:00:15,122729,280762,57614,2024-02-27T07:06:22Z
2024-02-27 15:00:15,122729,280762,57614,2024-02-27T08:06:31Z
2024-02-27 16:00:16,122729,280762,57614,2024-02-27T09:05:46Z
2024-02-27 17:00:16,122729,280762,57614,2024-02-27T10:06:21Z
2024-02-27 18:00:16,122731,280892,57706,2024-02-27T11:05:40Z
2024-02-27 19:00:15,122731,281014,57739,2024-02-27T12:07:29Z
2024-02-27 20:00:15,122781,281032,57742,2024-02-27T13:05:33Z
2024-02-27 21:00:19,122781,281032,57742,2024-02-27T14:05:54Z
2024-02-27 22:00:15,122884,281112,57743,2024-02-27T15:05:47Z
2024-02-27 23:00:16,122884,281112,57743,2024-02-27T16:06:04Z
2024-02-28 00:00:15,122884,281112,57743,2024-02-27T17:06:35Z
2024-02-28 01:00:15,122884,281112,57743,2024-02-27T18:06:47Z
2024-02-28 02:00:15,122884,281112,57743,2024-02-27T19:05:48Z
2024-02-28 03:00:15,122884,281112,57743,2024-02-27T20:06:06Z
2024-02-28 04:00:15,122884,281112,57743,2024-02-27T21:05:30Z
2024-02-28 05:00:15,122884,281112,57743,2024-02-27T22:05:59Z
2024-02-28 06:00:16,122884,281112,57743,2024-02-27T23:05:55Z
