ts,amin,pagi,gama,created_at
2024-02-25 16:00:16,49931,816377,677899,2024-02-25T09:29:38Z
2024-02-25 17:00:15,50265,818441,679159,2024-02-25T10:05:51Z
2024-02-25 18:00:15,50337,819368,679693,2024-02-25T11:05:26Z
2024-02-25 19:00:15,50184,819956,680222,2024-02-25T12:07:23Z
2024-02-25 20:00:16,50184,819956,680222,2024-02-25T13:05:58Z
2024-02-25 21:00:15,50215,821081,680889,2024-02-25T14:05:50Z
2024-02-25 22:00:15,50305,823074,682219,2024-02-25T15:05:30Z
2024-02-25 23:00:15,50307,823161,682363,2024-02-25T16:06:34Z
2024-02-26 00:00:15,50307,823161,682363,2024-02-25T17:05:52Z
2024-02-26 01:00:15,50323,823802,682800,2024-02-25T18:05:47Z
2024-02-26 02:00:15,50323,823802,682800,2024-02-25T19:05:50Z
2024-02-26 03:00:15,50323,823802,682800,2024-02-25T20:05:34Z
2024-02-26 04:00:15,50325,823902,682892,2024-02-25T21:05:35Z
2024-02-26 05:00:15,50325,823902,682892,2024-02-25T22:05:44Z
2024-02-26 06:00:15,50325,823902,682892,2024-02-25T23:05:52Z
2024-02-26 07:00:16,50325,823902,682892,2024-02-26T00:21:11Z
2024-02-26 08:00:15,50325,823902,682892,2024-02-26T01:27:16Z
2024-02-26 09:00:15,50325,823902,682892,2024-02-26T02:12:19Z
2024-02-26 10:00:15,50331,823960,683011,2024-02-26T03:06:26Z
2024-02-26 11:00:16,50583,824773,683785,2024-02-26T04:06:03Z
2024-02-26 12:00:15,50584,824941,683831,2024-02-26T05:06:08Z
2024-02-26 13:00:15,50584,824941,683831,2024-02-26T06:06:48Z
2024-02-26 14:00:15,50584,824941,683831,2024-02-26T07:06:18Z
2024-02-26 15:00:15,50584,824941,683831,2024-02-26T08:06:49Z
2024-02-26 16:00:15,50361,825185,683744,2024-02-26T09:06:01Z
2024-02-26 17:00:20,50370,825735,684305,2024-02-26T10:06:11Z
2024-02-26 18:00:15,50364,825596,684247,2024-02-26T11:05:35Z
2024-02-26 19:00:15,50364,825596,684247,2024-02-26T12:07:54Z
2024-02-26 20:00:15,50364,825596,684247,2024-02-26T13:05:51Z
2024-02-26 21:00:15,50364,825596,684247,2024-02-26T14:06:04Z
2024-02-26 22:00:15,50391,826023,684595,2024-02-26T15:06:08Z
2024-02-26 23:00:16,50448,827020,685520,2024-02-26T16:06:24Z
2024-02-27 00:00:15,50448,827020,685520,2024-02-26T17:05:57Z
2024-02-27 01:00:16,50448,827020,685520,2024-02-26T18:06:13Z
2024-02-27 02:00:15,50448,827020,685520,2024-02-26T19:05:55Z
2024-02-27 03:00:15,50448,827020,685520,2024-02-26T20:06:02Z
2024-02-27 04:00:15,50448,827020,685520,2024-02-26T21:06:03Z
2024-02-27 05:00:16,50448,827020,685520,2024-02-26T22:06:49Z
